DCACCESS,DUNALIGNED,ETMEXTOUT1,L2MISS,DCALIAS,ETMEXTOUT01,REPLAY,AXIWRITE,IIDLE,BPEXECTAKEN,NEONWAITS,ICACCESS,ERETURN,L2STORE,ECALL,DTLBMISS,BPREDTAKEN,WBFULL,BPREDICTABLE,RSTKMISS,PCINST,AXIREAD,L2ACCESSNEON,NEONWORK,L2MERGE,BPMIS,DCACCESSNEON,CONTEXT,DREAD,ETMEXTOUT0,ICMISS,ICHASHMISS,UNALIGNEDREPLAY,SOFT,BINST,DWRITE,DCHASHMISS,L2HITNEON,RETURN,DCHITNEON,CLOCKCYCLES,ITLBMISS,BPCONDMIS,NEONSTALL,OPERATION,IISSUE,L2ACCESS,DCMISS,INST,usage,flags,wakeeFlips,wakeeFlipDecayTs,prio,rtPriority,se_load_weight,se_sumExecRuntime,se_vruntime,se_prevSumExecRuntime,se_statistics_waitStart,se_statistics_waitMax,se_statistics_waitCount,se_statistics_waitSum,se_statistics_iowaitCount,se_statistics_iowaitSum,se_statistics_sleepStart,se_statistics_sleepMax,se_statistics_sumSleepRuntime,se_statistics_blockStart,se_statistics_blockMax,se_statistics_execMax,se_statistics_sliceMax,se_statistics_nrMigrationsCold,se_statistics_nrFailedMigrationsAffine,se_statistics_nrFailedMigrationsRunning,se_statistics_nrFailedMigrationsHot,se_statistics_nrForcedMigrations,se_statistics_wakeups,se_statistics_wakeupsSync,se_statistics_wakeupsMigrate,se_statistics_wakeupsLocal,se_statistics_wakeupsRemote,se_statistics_wakeupsAffine,se_statistics_wakeupsAffineAttempts,se_statistics_wakeupsPassive,se_statistics_wakeupsIdle,rt_timeslice,dl_dlBw,dl_dlDensity,schedInfo_pcount,schedInfo_runDelay,utime,stime,nvcsw,nivcsw,minFlt,majFlt,ioac_rchar,ioac_wchar,ioac_syscr,ioac_syscw,acctRssMem1,acctVmMem1
1.370778111111111008e+06,1.184444444444444429e+02,2.238888888888888857e+02,1.999244444444444161e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.761733333333334303e+04,8.620666666666666060e+03,2.233241322222222388e+07,3.217126666666667443e+05,3.176666666666666856e+02,3.043938555555555504e+06,2.016666666666666288e+02,2.156655555555555839e+04,1.221111111111111285e+02,7.003777777777777374e+03,2.650455555555555620e+05,1.993333333333333144e+02,6.567964444444444962e+05,3.363333333333333144e+02,4.750651111111110658e+05,3.260266666666667152e+04,1.200000000000000000e+01,5.614222222222222626e+03,5.562777777777777374e+03,1.179480000000000000e+05,1.455555555555555536e+01,1.777777777777777679e+00,7.214520000000000000e+05,0.000000000000000000e+00,1.500842222222222190e+05,1.601888888888888914e+03,3.911111111111111427e+01,0.000000000000000000e+00,4.698308888888889342e+05,3.335654444444444380e+05,1.309444444444444343e+04,2.222222222222222099e-01,1.089408888888888614e+05,1.412222222222222570e+02,0.000000000000000000e+00,2.364444444444444571e+02,8.085777777777777374e+03,9.744444444444444287e+01,3.600751333333333023e+06,3.890785666666666046e+06,1.754413333333333721e+05,2.596044444444444161e+04,1.962601333333333023e+06,2.341666666666666785e+00,5.803062215138888359e+07,7.613888888888887152e+00,1.186572597222222248e+05,9.075833333333333997e+01,1.791666666666666785e+01,1.710337500000000000e+04,5.675651870625000000e+08,1.537228783513045440e+17,3.831112322472221851e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.962595833333332848e+03,4.435242084599999428e+09,1.886333333333333135e+08,2.402555555555555522e+08,5.525944444444444343e+03,3.695775000000000091e+03,2.395500000000000114e+02,2.250000000000000000e+00,8.056120416666667734e+04,6.675617638888889633e+04,3.153166666666666629e+02,1.136458333333333144e+02,1.022962902747222424e+09,3.519676872569445133e+09
7.929042490909090638e+07,1.152845454545454595e+04,2.614654545454545587e+04,3.098791818181818351e+06,1.209545454545454504e+03,0.000000000000000000e+00,3.522104000000000000e+06,2.002212454545454355e+06,1.033232725454545617e+08,1.684026518181818351e+07,2.645408181818181765e+05,1.212865384545454383e+08,2.595981818181818380e+04,2.831943909090908710e+06,1.627109090909090810e+04,1.003207090909090824e+06,1.187220800000000000e+07,8.896000000000000000e+03,2.962264945454544947e+07,2.298390909090908826e+04,1.688759681818181649e+07,6.835344636363637634e+06,6.554127272727272066e+04,1.843223272727272706e+06,1.105108363636363531e+06,5.619269454545454122e+06,2.508953636363636469e+05,9.847272727272727479e+02,3.819097527272727340e+07,0.000000000000000000e+00,5.194712909090909176e+06,2.096135454545454704e+05,3.289000000000000000e+03,0.000000000000000000e+00,2.356076100000000000e+07,1.882698990909091011e+07,1.247879181818182115e+06,3.912900000000000000e+04,5.089416181818181649e+06,1.704240909090909117e+05,0.000000000000000000e+00,1.658560909090909117e+05,4.658798181818181765e+05,4.378510000000000000e+05,1.113264939090909213e+08,1.273085330909090787e+08,1.151618054545454495e+07,1.450990818181818118e+06,1.034480369090909064e+08,2.328772768535845472e+00,5.603203786710351706e+07,9.181631302281347828e+00,7.332989426021359577e+03,9.142922492020139202e+01,1.760595196949468999e+01,1.610606096092636471e+04,4.913861919890841842e+08,1.510569995281814720e+17,2.747059280484763384e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.511151661530706406e+03,3.513494542705902100e+09,1.579876110895431936e+08,1.925577455861884654e+08,4.291753881014180479e+03,7.079433161360154827e+02,4.210177752950475565e+02,2.210980014773752167e+00,6.925086307623842731e+04,6.203021795043080056e+04,1.423909122388171511e+02,4.857369513857089061e+01,9.322133291177113056e+08,3.185934595529462337e+09
9.934408772727271914e+07,3.246618181818181620e+04,8.206636363636363967e+03,2.407804454545454588e+06,1.631818181818181870e+02,0.000000000000000000e+00,5.797200909090909176e+06,1.778475363636363763e+06,1.035351221818182021e+08,3.377179172727272660e+07,9.756563636363636761e+04,1.396248142727272809e+08,8.227181818181818016e+03,3.273769181818181649e+06,5.319454545454545041e+03,2.977001818181818351e+06,2.760354836363636330e+07,2.388200000000000000e+04,6.448842272727272660e+07,3.165500000000000000e+04,3.405427181818182021e+07,4.931794454545454122e+06,1.851323636363636469e+05,4.871542090909090824e+06,1.428008090909090824e+06,9.573445636363636702e+06,1.000653545454545412e+06,8.018181818181818699e+01,7.241343318181818724e+07,0.000000000000000000e+00,4.774382909090909176e+06,2.197612727272727352e+05,8.621090909090909918e+03,0.000000000000000000e+00,5.705683172727272660e+07,3.490546663636363298e+07,4.648720909090909408e+05,1.430240000000000000e+05,5.434351090909090824e+06,5.619178181818182347e+05,0.000000000000000000e+00,8.472790000000000000e+05,2.442504818181818351e+06,2.078876090909090824e+06,1.147297310000000000e+08,1.063750721818182021e+08,1.666664409090909176e+07,1.833708727272727527e+06,1.471369907272727191e+08,2.331119183157133623e+00,5.606182303493303806e+07,8.682222372820094236e+00,7.096932152345712529e+05,9.154117610915334069e+01,1.743701093340562025e+01,1.667290628896720227e+04,1.190443954769263649e+10,1.496092319762274880e+17,3.186784803151348591e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.587423053423692181e+05,4.577716905396247864e+09,1.562022324749254465e+09,4.446769801752959251e+09,1.556310424061624508e+05,1.949813996819372915e+04,4.913078449444294620e+02,2.189764163730008040e+00,3.146293293943254976e+05,1.078444850842143205e+05,3.040833651034608010e+03,8.473199805728743286e+02,2.562264057869016171e+09,1.190560244072151375e+10
1.080241987272727191e+08,1.912709090909090810e+04,1.470327272727272793e+04,2.469316454545454588e+06,9.694545454545456096e+02,0.000000000000000000e+00,6.887735000000000000e+06,1.719604545454545412e+06,8.467004445454545319e+07,2.924001881818181649e+07,8.336318181818182347e+04,1.203078513636363596e+08,1.471509090909090810e+04,2.747166727272727061e+06,9.421545454545454049e+03,3.462114000000000000e+06,2.544595054545455053e+07,7.746363636363636033e+03,5.246483045454545319e+07,1.197400000000000000e+04,2.921428554545455053e+07,4.994536727272728458e+06,3.930590909090908826e+04,1.112290000000000000e+06,1.216802090909090824e+06,5.095735090909090824e+06,2.033306363636363531e+05,1.670909090909090935e+02,6.184255754545454681e+07,0.000000000000000000e+00,3.235794090909091290e+06,2.542200909090909117e+05,4.100272727272727025e+03,0.000000000000000000e+00,4.341059909090909362e+07,2.560307581818181649e+07,7.053125454545454122e+05,2.758154545454545587e+04,6.144464272727272473e+06,1.397954545454545587e+05,0.000000000000000000e+00,1.207470000000000000e+05,1.092268818181817885e+06,4.288709090909090592e+05,1.076251703636363596e+08,1.209932513636363596e+08,1.485005127272727340e+07,2.272944090909090824e+06,1.145998021818182021e+08,2.327253482037976884e+00,5.613904671266728640e+07,8.267378469877328939e+00,2.187740387226487801e+05,9.149888775337043967e+01,1.746292143922872242e+01,1.669615976280362156e+04,3.655350334444461823e+09,1.498303812105679360e+17,6.891096673451281786e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.333467652167082997e+04,5.011227004855852127e+09,4.464488108382613063e+08,1.204667549265597582e+09,5.215397746352671675e+04,6.864470834045655465e+03,3.629236123245521526e+02,2.193018041205466506e+00,1.343189466137359559e+05,7.601653709264981444e+04,8.001993832151272272e+02,1.958833537348850200e+02,1.522553774876725912e+09,5.325869191439792633e+09
1.086999000000000000e+07,5.119000000000000000e+03,1.358818181818181756e+03,2.458112727272727352e+05,5.636363636363636687e+01,0.000000000000000000e+00,6.117923636363636469e+05,1.736606363636363531e+05,2.979805863636364043e+07,2.171822909090909176e+06,2.049954545454545587e+04,1.374284390909090824e+07,1.462909090909090992e+03,2.851437272727272939e+05,9.410909090909092356e+02,2.847880909090908826e+05,1.765300454545454588e+06,6.718181818181818699e+02,3.993300545454545412e+06,2.907909090909090992e+03,2.462338545454545412e+06,5.907471818181817653e+05,2.260609090909090810e+04,6.176007272727272939e+05,1.291529090909090883e+05,6.108330000000000000e+05,1.256149090909090883e+05,1.836363636363636331e+01,5.394328545454545878e+06,0.000000000000000000e+00,4.390747272727272939e+05,2.190663636363636397e+04,1.190000000000000000e+03,0.000000000000000000e+00,3.749838636363636237e+06,2.537039090909090824e+06,7.172409090909091174e+04,1.584472727272727207e+04,5.063991818181818235e+05,1.046468181818181765e+05,0.000000000000000000e+00,4.366636363636363967e+04,1.531368181818181765e+05,1.340603636363636469e+05,1.358312263636363484e+07,1.358389518181818165e+07,1.654729000000000000e+06,2.070824545454545296e+05,1.282458309090909176e+07,2.325935098448828064e+00,5.503472909795729816e+07,9.219328676352430918e+00,1.170617537030560488e+05,9.210472535470884736e+01,1.709171857719465848e+01,1.636302245937745101e+04,2.043188269420810938e+09,1.466451937353883840e+17,5.869049503269464970e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.764355635167452783e+04,4.368042956391979218e+09,2.912003100452779531e+08,6.637825403159058094e+08,2.713520890245861665e+04,3.813264464841055087e+03,2.590203419950657917e+02,2.153151024189203788e+00,1.030001374691609235e+05,6.676594788781655370e+04,4.788318666049095782e+02,1.101904320783431643e+02,1.176329838682051897e+09,4.005310079811211586e+09
1.059305151818182021e+08,3.159481818181818380e+04,6.928636363636363967e+03,2.594164181818181649e+06,7.554545454545454675e+01,0.000000000000000000e+00,7.244519636363637634e+06,1.846443909090908710e+06,1.066221867272727191e+08,2.920009490909091011e+07,1.707062727272727643e+05,1.530917274545454681e+08,6.954363636363636033e+03,2.928862545454544947e+06,4.290454545454545041e+03,3.861729363636363763e+06,2.220770990909091011e+07,3.135772727272727207e+04,5.565312336363636702e+07,2.933690909090908826e+04,2.933367327272727340e+07,5.358567727272728458e+06,1.563773636363636469e+05,4.032936000000000000e+06,1.300823454545454588e+06,9.966921363636363298e+06,6.335830000000000000e+05,5.890909090909090651e+01,6.247084663636363298e+07,0.000000000000000000e+00,5.058823545454545878e+06,2.325880000000000000e+05,8.928545454545454049e+03,0.000000000000000000e+00,4.948314863636363298e+07,2.690415718181818351e+07,4.223762727272727061e+05,1.248220000000000000e+05,4.379421272727272473e+06,3.787536363636364113e+05,0.000000000000000000e+00,1.114937636363636469e+06,2.317759272727272939e+06,1.924073636363636237e+06,1.109737371818182021e+08,1.054352229090909064e+08,1.979005590909091011e+07,2.250529545454545412e+06,1.489274905454545319e+08,2.333408632270111749e+00,5.611233857917225361e+07,8.725705899983910996e+00,5.065435788565360417e+04,9.149220049939724220e+01,1.748362339953028410e+01,1.659585398544416603e+04,9.054255097482258081e+08,1.500075298879314880e+17,4.661330884961396456e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.030230216701157042e+04,4.804470467254664421e+09,2.508087289466009140e+08,3.438093566826153398e+08,9.968382997757193152e+03,1.737600361912402150e+03,2.950516444185856813e+02,2.309876061623180377e+00,1.031207447160348383e+05,6.429575500214509520e+04,2.996614459709926450e+02,7.292075218495475042e+01,1.201698692649243593e+09,3.889775398092154026e+09
9.520878636363636702e+06,5.229000000000000000e+03,1.156636363636363512e+03,2.299604545454545296e+05,4.954545454545454675e+01,0.000000000000000000e+00,5.789238181818182347e+05,1.497894545454545587e+05,2.805347890909091011e+07,2.455430727272727061e+06,2.056090909090908826e+04,1.388904118181818165e+07,1.133272727272727252e+03,2.615960000000000000e+05,7.744545454545454959e+02,2.823689090909091174e+05,1.895922909090908710e+06,7.569090909090908781e+02,4.122232545454545412e+06,2.620909090909090992e+03,2.263707090909090824e+06,5.062541818181818235e+05,2.164072727272727207e+04,6.179643636363636469e+05,1.054983636363636324e+05,6.515170909090909408e+05,1.258339090909090883e+05,1.509090909090909172e+01,5.684622818181817420e+06,0.000000000000000000e+00,3.984877272727272939e+05,2.193390909090908826e+04,1.155545454545454504e+03,0.000000000000000000e+00,3.516743000000000000e+06,2.356928454545454588e+06,6.177981818181817653e+04,1.574627272727272793e+04,4.620982727272727061e+05,1.051544545454545296e+05,0.000000000000000000e+00,4.313600000000000000e+04,1.451310000000000000e+05,2.453211818181818235e+05,1.322884681818181835e+07,1.269020990909090824e+07,1.528204181818181882e+06,1.998817272727272648e+05,1.192482154545454495e+07,2.333447238928375800e+00,5.611476130945873260e+07,8.673227628941134526e+00,1.641318313741571183e+04,9.149004465099326922e+01,1.748564789502460570e+01,1.659263338345179363e+04,6.057649042535995245e+08,1.500248856524746240e+17,3.203499988095043898e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.433175004556223030e+03,4.219845866006560802e+09,1.748113723346090615e+08,1.725414616365955770e+08,6.203576453435393887e+03,3.955351968288682656e+02,2.224151175505741094e+02,2.202592491343174697e+00,7.283185092035720299e+04,6.162851000091124297e+04,1.751673956624749735e+02,4.458747949699290558e+01,9.505297835341943502e+08,3.250842866534103394e+09
9.182212258333331347e+07,8.838750000000000000e+03,3.055591666666667152e+04,3.869172000000000000e+06,1.574666666666666970e+03,0.000000000000000000e+00,3.969013416666666046e+06,2.633493500000000000e+06,1.079656461666666865e+08,1.926723316666666791e+07,2.033445833333333139e+05,1.247495885000000000e+08,3.151041666666667152e+04,3.712445583333333954e+06,1.696383333333333212e+04,1.073837583333333023e+06,1.444895541666666418e+07,6.283000000000000000e+03,3.387876133333333582e+07,2.541166666666667152e+04,1.941662933333332837e+07,7.709693083333332092e+06,3.357008333333333576e+04,1.015955083333333489e+06,1.474818500000000000e+06,5.558998916666666977e+06,1.736569166666666279e+05,6.100000000000000000e+02,4.338015116666665673e+07,0.000000000000000000e+00,5.253438666666666977e+06,1.905164166666666279e+05,1.912916666666666970e+03,0.000000000000000000e+00,2.707749100000000000e+07,2.167977391666666791e+07,1.344861666666666977e+06,1.874325000000000000e+04,5.982131833333332092e+06,1.255348333333333139e+05,0.000000000000000000e+00,1.641505833333333721e+05,4.879461666666667443e+05,2.234565833333333139e+05,1.249595275000000000e+08,1.279111159166666865e+08,1.252663300000000000e+07,1.699870666666666977e+06,1.211750203333333135e+08,2.330667248838963701e+00,5.633318568546820432e+07,8.457508037947048862e+00,1.941772546540705953e+05,9.126314849362920256e+01,1.770829198586909214e+01,1.619373008375342215e+04,4.765124803345632553e+09,1.519357930652715200e+17,2.036470819323581934e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.008093944746556372e+04,5.294640385485809326e+09,6.799512563013535738e+08,1.075530896055253744e+09,4.882240290953835938e+04,6.197780851823920784e+03,7.286015162942086363e+02,2.223832016830071812e+00,1.842708285039494804e+05,9.109350589449449035e+04,1.311361509149366839e+03,3.576506569285118076e+02,2.014175816417714834e+09,4.541154181521196365e+09
1.022981744166666865e+08,9.618583333333333940e+03,3.542175000000000000e+04,4.148314750000000000e+06,1.729250000000000000e+03,0.000000000000000000e+00,4.190808500000000000e+06,2.974756416666666046e+06,1.069446542500000000e+08,2.150860600000000000e+07,1.631220000000000000e+05,1.304860342500000000e+08,3.506016666666666424e+04,4.283964166666666977e+06,1.855491666666666788e+04,1.189168916666666977e+06,1.657166600000000000e+07,9.024750000000000000e+03,3.800969050000000000e+07,2.855141666666667152e+04,2.152939333333332837e+07,7.587577333333332092e+06,2.791366666666667152e+04,8.359573333333334886e+05,1.733761833333333023e+06,5.721468000000000000e+06,1.568590000000000000e+05,5.468333333333333712e+02,4.842704991666665673e+07,0.000000000000000000e+00,5.423316083333333023e+06,1.859171666666666279e+05,1.925500000000000000e+03,0.000000000000000000e+00,3.007409508333332837e+07,2.426564008333332837e+07,1.579122166666666977e+06,1.814933333333332848e+04,6.685505083333332092e+06,1.198570000000000000e+05,0.000000000000000000e+00,1.737962500000000000e+05,5.064922500000000000e+05,2.271980833333332848e+05,1.280243050000000000e+08,1.382960654166666567e+08,1.338730750000000000e+07,1.660257166666666977e+06,1.238078421666666865e+08,2.321299283154121706e+00,5.651431402697849274e+07,8.789007168458780939e+00,4.690867105734766483e+03,9.158213082437276853e+01,1.741191756272401747e+01,1.665038615591397684e+04,5.035695431342688203e+08,1.493922258129364800e+17,3.073225774529588223e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.782841797491039870e+03,4.041235072956759930e+09,1.711484802867383659e+08,1.693478637992831469e+08,3.525711462365590705e+03,5.248749157706093911e+02,6.280952634408602080e+02,2.189279569892473187e+00,7.007936760394265002e+04,6.103222300537634874e+04,1.577678100358423023e+02,5.444343010752689338e+01,9.508976756075216532e+08,3.242540456209888458e+09
1.030258520833333135e+08,9.784916666666666060e+03,3.431791666666666424e+04,4.176687583333333954e+06,1.788000000000000000e+03,0.000000000000000000e+00,4.175991166666666046e+06,2.965797333333333023e+06,1.065772115000000000e+08,2.153819733333332837e+07,1.525096666666666279e+05,1.280360824166666865e+08,3.432116666666666424e+04,4.254247416666666977e+06,1.860900000000000000e+04,1.206584083333333023e+06,1.617558808333333582e+07,6.817916666666667879e+03,3.725680925000000000e+07,2.807291666666667152e+04,2.158675333333332837e+07,7.547418750000000000e+06,2.738583333333332848e+04,8.169680000000000000e+05,1.780174083333333023e+06,5.701371583333332092e+06,1.547703333333333721e+05,5.336666666666666288e+02,4.839367008333334327e+07,0.000000000000000000e+00,5.399529750000000000e+06,1.845641666666666279e+05,1.881500000000000000e+03,0.000000000000000000e+00,3.026227158333332837e+07,2.454651866666667163e+07,1.560797583333333023e+06,1.724933333333333212e+04,6.704212666666667908e+06,1.177826666666666861e+05,0.000000000000000000e+00,1.719236666666666279e+05,5.103703333333332557e+05,2.231776666666666279e+05,1.283261185833333135e+08,1.402405695000000000e+08,1.336809583333333582e+07,1.697590000000000000e+06,1.252634079166666865e+08,2.329757541427873058e+00,5.647658992827201635e+07,8.419243413745611804e+00,4.218705956456307322e+05,9.131370285219246341e+01,1.757638611222177971e+01,1.679798902938824540e+04,6.997567997627427101e+09,1.508046088269337280e+17,2.609995778987519741e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.662355275445377629e+04,5.252837943011524200e+09,9.063450730818783045e+08,1.569606426318361521e+09,7.488662114154337905e+04,1.179081723699409122e+04,8.499775967390821734e+02,2.207267093162734728e+00,2.320641933654315944e+05,1.024174775872984173e+05,1.799933320560664470e+03,4.791032653605225278e+02,2.441729749739419460e+09,8.948979191601108551e+09
